,genes,expression
5514,ENSG00000127838,0.0334119803455053
5515,ENSG00000127863,-0.856159715695767
5516,ENSG00000127870,0.732551813305577
5517,ENSG00000127884,-0.990003118999077
5518,ENSG00000127903,-0.949050199021677
5519,ENSG00000127914,-0.998923136552056
5520,ENSG00000127920,-0.898764494890369
5521,ENSG00000127922,0.269254811832629
5522,ENSG00000127928,-0.901143526126129
5523,ENSG00000127946,-0.99599297373379
5524,ENSG00000127947,-0.992794461210336
5525,ENSG00000127948,0.547923064217162
5526,ENSG00000127951,0.789856014091156
5527,ENSG00000127952,-0.328532716423758
5528,ENSG00000127954,-0.0377305971467633
5529,ENSG00000127957,-0.91992569000602
5530,ENSG00000127980,-0.999999999999465
5531,ENSG00000127989,0.092166209753288
5532,ENSG00000127990,-0.694359751766496
5533,ENSG00000127993,0.560333859738398
5534,ENSG00000127995,-0.827870676213407
5535,ENSG00000128000,0.520995026830133
5536,ENSG00000128011,0.593306525467383
5537,ENSG00000128016,0.294022356337875
5538,ENSG00000128039,-0.999999999999951
5539,ENSG00000128040,0.542573708499941
5540,ENSG00000128045,-0.658962616626711
5541,ENSG00000128050,-0.999227412121705
5542,ENSG00000128059,0.562619904763257
5543,ENSG00000128159,0.393379491403977
5544,ENSG00000128165,-0.886382350161895
5545,ENSG00000128185,-0.495346031532055
5546,ENSG00000128191,0.351771040238265
5547,ENSG00000128203,-0.190028319669254
5548,ENSG00000128218,0.286522385233107
5549,ENSG00000128228,0.76657059378047
5550,ENSG00000128242,0.368355341832897
5551,ENSG00000128245,0.613742917398575
5552,ENSG00000128250,0.756550617014328
5553,ENSG00000128253,-0.905554480457055
5554,ENSG00000128262,-0.0553483560058449
5555,ENSG00000128266,0.339314746255606
5556,ENSG00000128268,0.0246223117775811
5557,ENSG00000128271,-0.95899201495241
5558,ENSG00000128272,-0.746679348613628
5559,ENSG00000128274,0.0544762529237154
5560,ENSG00000128276,-0.983076712680059
5561,ENSG00000128283,0.348950453399148
5562,ENSG00000128284,-0.979434630559318
5563,ENSG00000128294,0.590023190451303
5564,ENSG00000128298,-0.969359587100651
5565,ENSG00000128309,0.413026508918285
5566,ENSG00000128310,0.824018508081863
5567,ENSG00000128311,-0.654486870300401
5568,ENSG00000128322,0.547923073174362
5569,ENSG00000128335,-0.955573598570433
5570,ENSG00000128340,0.432006427947471
5571,ENSG00000128342,0.0525728657110267
5572,ENSG00000128346,0.878735938000029
5573,ENSG00000128383,0.222829156452629
5574,ENSG00000128394,0.236378337588519
5575,ENSG00000128408,-0.996743549717456
5576,ENSG00000128422,0.804118977692335
5577,ENSG00000128438,-0.463080561594375
5578,ENSG00000128463,-0.575990966925682
5579,ENSG00000128482,-0.0278523507217845
5580,ENSG00000128487,0.202192150826213
5581,ENSG00000128510,0.593786901237254
5582,ENSG00000128512,-0.795218860247611
5583,ENSG00000128513,-0.895161655060353
5584,ENSG00000128524,-0.72563469103583
5585,ENSG00000128534,0.590023190451303
5586,ENSG00000128536,-0.306290652789617
5587,ENSG00000128563,0.399192632449503
5588,ENSG00000128564,0.106861767802289
5589,ENSG00000128567,0.916331213026186
5590,ENSG00000128573,-0.168349114523575
5591,ENSG00000128578,-0.950843328749654
5592,ENSG00000128581,-0.865692768765969
5593,ENSG00000128585,0.294004142151725
5594,ENSG00000128590,0.56148115746711
5595,ENSG00000128591,0.443389348304938
5596,ENSG00000128594,-0.974286286085693
5597,ENSG00000128595,-0.982953051782884
5598,ENSG00000128596,-0.683310513122016
5599,ENSG00000128602,0.0924912881638889
5600,ENSG00000128604,-0.964620595634263
5601,ENSG00000128606,0.073887062276788
5602,ENSG00000128607,0.275178579030478
5603,ENSG00000128609,-0.770213451493381
5604,ENSG00000128617,-0.845128219984925
5605,ENSG00000128626,-0.5800537804919
5606,ENSG00000128641,-0.966491727261758
5607,ENSG00000128654,-0.324067700396618
5608,ENSG00000128655,0.497358234941171
5609,ENSG00000128656,-0.960255584229536
5610,ENSG00000128683,0.81597949836658
5611,ENSG00000128692,-0.470659626283766
5612,ENSG00000128694,0.361650640458857
5613,ENSG00000128699,0.0164393335207673
5614,ENSG00000128708,-0.614714073427411
5615,ENSG00000128731,-0.888920741096145
5616,ENSG00000128739,-0.934761068608753
5617,ENSG00000128789,-0.978089121889779
5618,ENSG00000128791,0.198288861033297
5619,ENSG00000128805,0.40356355676584
5620,ENSG00000128815,0.130084976267009
5621,ENSG00000128829,0.562619904763257
5622,ENSG00000128833,0.104522341551229
5623,ENSG00000128849,-0.642084377262037
5624,ENSG00000128872,-0.989897362345388
5625,ENSG00000128881,0.55860056832787
5626,ENSG00000128886,0.593306525467383
5627,ENSG00000128891,-0.98978249973339
5628,ENSG00000128908,-0.948942029491174
5629,ENSG00000128915,0.118283604007107
5630,ENSG00000128917,-0.988507059114996
5631,ENSG00000128918,-0.947535516423413
5632,ENSG00000128923,-0.808927629845963
5633,ENSG00000128928,0.590023190451303
5634,ENSG00000128944,-0.99917642019904
5635,ENSG00000128951,-0.934473822195785
5636,ENSG00000128965,-0.74355967707233
5637,ENSG00000128973,0.297315729262726
5638,ENSG00000128989,-0.95343512176213
5639,ENSG00000129003,-0.9506407983188
5640,ENSG00000129007,0.593786901237254
5641,ENSG00000129009,0.672456880655961
5642,ENSG00000129028,-0.79878734035491
5643,ENSG00000129038,0.562619904763257
5644,ENSG00000129048,0.501235558585373
5645,ENSG00000129055,0.734710345449649
5646,ENSG00000129071,0.403563539095102
5647,ENSG00000129083,0.138340686819682
5648,ENSG00000129084,0.907094145893336
5649,ENSG00000129103,0.562619904763257
5650,ENSG00000129116,-0.991810498279241
5651,ENSG00000129128,-0.814524309648452
5652,ENSG00000129158,0.521431933865907
5653,ENSG00000129159,0.902033496539702
5654,ENSG00000129167,-0.394410586599177
5655,ENSG00000129173,0.547923073174362
5656,ENSG00000129187,0.517994862870394
5657,ENSG00000129194,0.547923073174362
5658,ENSG00000129195,0.82704047124123
5659,ENSG00000129197,0.687114988849363
5660,ENSG00000129204,0.615769810518055
5661,ENSG00000129214,0.135505135409365
5662,ENSG00000129219,-0.948764013282544
5663,ENSG00000129221,0.170779521566459
5664,ENSG00000129226,0.403563539095102
5665,ENSG00000129235,0.403563539095102
5666,ENSG00000129244,0.738122594025754
5667,ENSG00000129245,0.549310573459419
5668,ENSG00000129250,0.229144013497478
5669,ENSG00000129255,-0.450856747927261
5670,ENSG00000129292,0.84211719784386
5671,ENSG00000129295,-0.990216818770973
5672,ENSG00000129315,-0.0044085226836032
5673,ENSG00000129317,0.277015568072192
5674,ENSG00000129351,-0.88668535670198
5675,ENSG00000129353,0.78141145348022
5676,ENSG00000129354,0.541489282955759
5677,ENSG00000129355,-0.84390039823113
5678,ENSG00000129422,0.64032052541278
5679,ENSG00000129450,0.5755958168041
5680,ENSG00000129451,-0.0601279390593706
5681,ENSG00000129455,-0.122135733284132
5682,ENSG00000129460,0.494866711729272
5683,ENSG00000129465,-0.39623781043659
5684,ENSG00000129467,0.208468173496945
5685,ENSG00000129472,-0.998695798797432
5686,ENSG00000129473,-0.0669878513646981
5687,ENSG00000129474,0.349210287769476
5688,ENSG00000129480,0.969038970022422
5689,ENSG00000129484,-0.986021741841329
5690,ENSG00000129493,0.727537347065762
5691,ENSG00000129514,-0.776103470844608
5692,ENSG00000129515,0.615372798037776
5693,ENSG00000129518,0.326905362797804
5694,ENSG00000129521,0.446078456776871
5695,ENSG00000129534,-0.786260366294557
5696,ENSG00000129535,-0.460066900949606
5697,ENSG00000129538,0.0171201610806427
5698,ENSG00000129559,-0.450436989424873
5699,ENSG00000129562,-0.444275504510654
5700,ENSG00000129566,-0.985953212848445
5701,ENSG00000129595,0.0111522048574276
5702,ENSG00000129596,-0.893038120079368
5703,ENSG00000129625,0.804118977692335
5704,ENSG00000129636,0.84211719784386
5705,ENSG00000129646,-0.747062486020782
5706,ENSG00000129654,-0.949562035948557
5707,ENSG00000129657,0.0658498356731142
5708,ENSG00000129667,0.267751995864264
5709,ENSG00000129673,-0.992687886960031
5710,ENSG00000129675,0.617530170503009
5711,ENSG00000129680,-0.0862603809203791
5712,ENSG00000129682,0.784405352680662
5713,ENSG00000129691,-0.940077087928234
5714,ENSG00000129696,0.229144013497478
5715,ENSG00000129749,0.562619904763257
5716,ENSG00000129757,-0.925393854029825
5717,ENSG00000129810,-0.156243827999983
5718,ENSG00000129824,-0.0529424497903541
5719,ENSG00000129910,0.593786901237254
5720,ENSG00000129911,-0.525899507277007
5721,ENSG00000129925,0.303473687697808
5722,ENSG00000129932,0.721034930287051
5723,ENSG00000129933,-0.483494868379366
5724,ENSG00000129946,-0.321137302579131
5725,ENSG00000129951,-0.998564244950586
5726,ENSG00000129968,0.638552810158474
5727,ENSG00000129988,0.98309705271295
5728,ENSG00000129990,0.436969645305578
5729,ENSG00000129993,-0.937950211422581
5730,ENSG00000130005,-0.989014998038321
5731,ENSG00000130021,0.498109049703595
5732,ENSG00000130024,0.357111824192075
5733,ENSG00000130035,-0.995625128491688
5734,ENSG00000130037,-0.641810450842762
5735,ENSG00000130038,0.403563535285018
5736,ENSG00000130045,-0.478267616253981
5737,ENSG00000130052,0.590023190451303
5738,ENSG00000130054,0.801114379893623
5739,ENSG00000130055,0.341901949595347
5740,ENSG00000130066,-0.0493792893772464
5741,ENSG00000130119,0.56148115746711
5742,ENSG00000130147,-0.958249500129853
5743,ENSG00000130150,-0.923919776000214
5744,ENSG00000130158,-0.027663296109168
5745,ENSG00000130159,0.495629595569174
5746,ENSG00000130164,-0.909182433815529
5747,ENSG00000130165,-0.998447643221607
5748,ENSG00000130173,-0.582856293712994
5749,ENSG00000130175,0.229144013497478
5750,ENSG00000130176,-0.253574718151626
5751,ENSG00000130182,0.634114834036034
5752,ENSG00000130193,0.704466169217097
5753,ENSG00000130202,0.321446083262402
5754,ENSG00000130203,-0.930663046432761
5755,ENSG00000130204,-0.182747188523985
5756,ENSG00000130208,-0.705310589905074
5757,ENSG00000130222,0.582141407357514
5758,ENSG00000130224,-0.908755384285086
5759,ENSG00000130226,-0.93086273403201
5760,ENSG00000130227,0.555057688181458
5761,ENSG00000130244,-0.131276032121692
5762,ENSG00000130254,0.84211719784386
5763,ENSG00000130255,-0.0147947968172182
5764,ENSG00000130270,-0.872325543682015
5765,ENSG00000130287,0.344350726269107
5766,ENSG00000130294,-0.786443145402124
5767,ENSG00000130299,-0.124411674949206
5768,ENSG00000130300,-0.984588217352139
5769,ENSG00000130303,0.138730921825824
5770,ENSG00000130304,-0.628514031726589
5771,ENSG00000130305,0.562619904763257
5772,ENSG00000130307,-0.999860439769394
5773,ENSG00000130309,-0.984368965795045
5774,ENSG00000130311,-0.994613850960244
5775,ENSG00000130312,0.214342062184359
5776,ENSG00000130313,-0.99932909067899
5777,ENSG00000130332,-0.999999999999873
5778,ENSG00000130338,0.324456520430228
5779,ENSG00000130340,0.344379833789144
5780,ENSG00000130347,-0.986293843293424
5781,ENSG00000130348,-0.0866454410834873
5782,ENSG00000130349,-0.662983121089248
5783,ENSG00000130363,-0.73501978682487
5784,ENSG00000130368,-0.977351476152315
5785,ENSG00000130377,0.398821339886113
5786,ENSG00000130382,-0.72355513359881
5787,ENSG00000130383,-0.221903539431896
5788,ENSG00000130396,0.198759171623425
5789,ENSG00000130402,-0.13016154783836
5790,ENSG00000130413,-0.181960758323968
5791,ENSG00000130414,0.775994601342344
5792,ENSG00000130427,-0.888150838323164
5793,ENSG00000130429,-0.93228663546252
5794,ENSG00000130433,-0.145594461870132
5795,ENSG00000130449,0.557434445099408
5796,ENSG00000130475,-0.861075305654078
5797,ENSG00000130477,0.561023061612308
5798,ENSG00000130479,0.92145414674804
5799,ENSG00000130487,-0.662310583547882
5800,ENSG00000130489,-0.0800185280749116
5801,ENSG00000130508,0.970005172202634
5802,ENSG00000130511,0.497304028648459
5803,ENSG00000130513,0.293569490834949
5804,ENSG00000130517,0.128615962189845
5805,ENSG00000130518,-0.0689012111985208
5806,ENSG00000130520,-0.0965624687385735
5807,ENSG00000130522,0.0530453339897239
5808,ENSG00000130529,0.524111449735091
5809,ENSG00000130538,-0.704140726019913
5810,ENSG00000130544,0.320192185221926
5811,ENSG00000130545,0.997705974567133
5812,ENSG00000130558,0.56148115746711
5813,ENSG00000130559,-0.845442894541801
5814,ENSG00000130560,0.0334119803455053
5815,ENSG00000130561,0.238425447329847
5816,ENSG00000130584,-0.972429973122403
5817,ENSG00000130589,0.593786901237254
5818,ENSG00000130590,0.501762541408796
5819,ENSG00000130592,0.542738929538737
5820,ENSG00000130595,0.235056183881283
5821,ENSG00000130598,-0.919127290996938
5822,ENSG00000130612,0.581795386953423
5823,ENSG00000130635,-0.823045905251778
5824,ENSG00000130638,0.590023190451303
5825,ENSG00000130640,-0.941949550240365
5826,ENSG00000130643,0.73719685426621
5827,ENSG00000130649,-0.605772180209415
5828,ENSG00000130653,0.193564703699856
5829,ENSG00000130669,0.463708823358223
5830,ENSG00000130675,-0.941106837324317
5831,ENSG00000130684,-0.94106761919858
5832,ENSG00000130695,-0.965982621992718
5833,ENSG00000130699,-0.267292795355009
5834,ENSG00000130703,0.743413530316395
5835,ENSG00000130706,0.499389535494148
5836,ENSG00000130707,0.403563539095102
5837,ENSG00000130711,-0.617882676347615
5838,ENSG00000130713,-0.213205952548467
5839,ENSG00000130714,0.5755958168041
5840,ENSG00000130717,0.229144013497478
5841,ENSG00000130723,0.865800666723134
5842,ENSG00000130724,-0.9834196574053
5843,ENSG00000130725,0.0138951774371582
5844,ENSG00000130726,0.851911481038176
5845,ENSG00000130731,-0.121849068401817
5846,ENSG00000130734,0.562619904763257
5847,ENSG00000130741,-0.654212259174141
5848,ENSG00000130748,0.484722184535072
5849,ENSG00000130749,-0.455826823085415
5850,ENSG00000130751,0.321863605127859
5851,ENSG00000130755,0.593786901237254
5852,ENSG00000130758,-0.32044681576545
5853,ENSG00000130762,-0.32667419866936
5854,ENSG00000130764,0.593786901237254
5855,ENSG00000130766,-0.931782643471093
5856,ENSG00000130768,-0.266793401224759
5857,ENSG00000130770,-0.815542517215998
5858,ENSG00000130772,0.985923875926513
5859,ENSG00000130775,0.827180577971203
5860,ENSG00000130779,-0.999999999999955
5861,ENSG00000130783,-0.175559155632565
5862,ENSG00000130787,0.458580515853747
5863,ENSG00000130803,0.804118977692335
5864,ENSG00000130810,0.118782617957642
5865,ENSG00000130811,-0.912320840271646
5866,ENSG00000130813,0.996311131853389
5867,ENSG00000130816,0.236827376531927
5868,ENSG00000130818,-0.993595370218913
5869,ENSG00000130821,-0.972413796918283
5870,ENSG00000130822,0.356864514280865
5871,ENSG00000130826,-0.313483001726418
5872,ENSG00000130827,-0.993494015911056
5873,ENSG00000130829,0.705591767418946
5874,ENSG00000130830,0.490208173986622
5875,ENSG00000130844,0.302680064195753
5876,ENSG00000130856,-0.291563575828812
5877,ENSG00000130876,0.425644527523552
5878,ENSG00000130881,-0.714934017150051
5879,ENSG00000130921,-0.89646549579702
5880,ENSG00000130935,0.276196753481583
5881,ENSG00000130939,-0.588715349150552
5882,ENSG00000130940,0.961693902780686
5883,ENSG00000130943,0.874033295094563
5884,ENSG00000130956,0.212665024317818
5885,ENSG00000130962,-0.173330616491603
5886,ENSG00000130985,0.354636513896809
5887,ENSG00000130988,-0.952043358894222
5888,ENSG00000130997,0.562619904763257
5889,ENSG00000131002,-0.896405859245826
5890,ENSG00000131013,-0.113381470782917
5891,ENSG00000131015,0.241181917583613
5892,ENSG00000131016,0.785538421801167
5893,ENSG00000131018,-0.874687406298424
5894,ENSG00000131019,0.562619904763257
5895,ENSG00000131023,-0.888924844473165
5896,ENSG00000131037,0.80029032065003
5897,ENSG00000131042,0.276737328405555
5898,ENSG00000131043,0.498142299043018
5899,ENSG00000131044,-0.915755401570888
5900,ENSG00000131051,0.593306525467383
5901,ENSG00000131061,0.524477951489023
5902,ENSG00000131067,0.341617818508231
5903,ENSG00000131069,-0.957746289383363
5904,ENSG00000131080,0.5755958168041
5905,ENSG00000131089,-0.48954741699989
5906,ENSG00000131094,-0.99971612960536
5907,ENSG00000131095,0.610713401141598
5908,ENSG00000131096,0.557434445099408
5909,ENSG00000131097,-0.975608674558033
5910,ENSG00000131100,0.524477951489023
5911,ENSG00000131115,-0.963118887326473
5912,ENSG00000131116,-0.615657787482446
5913,ENSG00000131127,0.421148007563291
5914,ENSG00000131142,-0.195675594157551
5915,ENSG00000131143,-0.953844668233534
5916,ENSG00000131148,0.593786901237254
5917,ENSG00000131149,0.144774523814152
5918,ENSG00000131152,0.256320298641128
5919,ENSG00000131153,0.949010018489794
5920,ENSG00000131165,-0.921627921329333
5921,ENSG00000131171,0.446176467083546
5922,ENSG00000131174,-0.178806859056865
5923,ENSG00000131183,-0.989791889236357
5924,ENSG00000131187,0.557434445099408
5925,ENSG00000131188,-0.98747325127781
5926,ENSG00000131196,0.747512993464219
5927,ENSG00000131203,0.716468242144102
5928,ENSG00000131233,0.590023190451303
5929,ENSG00000131236,-0.996760163668909
5930,ENSG00000131238,0.630653954628411
5931,ENSG00000131242,0.495629595569174
5932,ENSG00000131263,0.0334119803455053
5933,ENSG00000131269,-0.97540748128431
5934,ENSG00000131323,-0.783305829320208
5935,ENSG00000131351,-0.425932886097025
5936,ENSG00000131355,0.562619904763257
5937,ENSG00000131368,-0.423165876562161
5938,ENSG00000131370,0.844753378785421
5939,ENSG00000131373,-0.93086700220403
5940,ENSG00000131374,-0.938628767843131
5941,ENSG00000131375,-0.817138871999429
5942,ENSG00000131378,0.547923073174362
5943,ENSG00000131379,-0.954716972151931
5944,ENSG00000131381,0.510655760501929
5945,ENSG00000131386,0.526732008304515
5946,ENSG00000131389,0.403563534433396
5947,ENSG00000131398,-0.883924032390739
5948,ENSG00000131400,-0.69046968192164
5949,ENSG00000131401,0.220742146810469
5950,ENSG00000131408,-0.998681746095731
5951,ENSG00000131409,0.572483755175266
5952,ENSG00000131435,0.326164183551531
5953,ENSG00000131437,-0.99964066449444
5954,ENSG00000131446,0.499389535494148
5955,ENSG00000131459,0.403563539095102
5956,ENSG00000131462,-0.991644502544508
5957,ENSG00000131467,0.232446231442345
5958,ENSG00000131469,0.650059912641822
5959,ENSG00000131470,-0.932023496811701
5960,ENSG00000131471,-0.059668754216222
5961,ENSG00000131473,0.470193204166854
5962,ENSG00000131475,-0.999999999571828
5963,ENSG00000131480,-0.998747806306405
5964,ENSG00000131482,0.399923289234764
5965,ENSG00000131495,-0.952584645123136
5966,ENSG00000131503,-0.978000190488356
5967,ENSG00000131504,-0.959180779535897
5968,ENSG00000131507,0.37014291101321
5969,ENSG00000131508,-0.51487945654719
5970,ENSG00000131558,-0.864070286879148
5971,ENSG00000131584,0.508114980491431
5972,ENSG00000131591,0.92854848585092
5973,ENSG00000131626,-0.419225116212558
5974,ENSG00000131634,0.414102346699899
5975,ENSG00000131650,-0.298349313997138
5976,ENSG00000131652,-0.789733182657747
5977,ENSG00000131653,0.492123256368824
5978,ENSG00000131668,0.190424646295519
5979,ENSG00000131669,0.403563539095102
5980,ENSG00000131686,-0.866635496194759
5981,ENSG00000131697,0.963290567545449
5982,ENSG00000131711,0.234509151135604
5983,ENSG00000131724,-0.620076242991802
5984,ENSG00000131725,0.52403511644574
5985,ENSG00000131730,-0.887502759185832
5986,ENSG00000131732,-0.981442200057371
5987,ENSG00000131746,0.524921606381925
5988,ENSG00000131747,0.508135669315045
5989,ENSG00000131748,-0.775148046554657
5990,ENSG00000131759,-0.918748023667162
5991,ENSG00000131771,-0.728897485275598
5992,ENSG00000131773,0.32655246320089
5993,ENSG00000131778,0.357325521775394
5994,ENSG00000131779,0.562619904763257
5995,ENSG00000131781,0.483684358193614
5996,ENSG00000131788,0.593786901237254
5997,ENSG00000131791,0.495173668920593
5998,ENSG00000131797,-0.998624925116793
5999,ENSG00000131828,0.747019505422788
6000,ENSG00000131831,0.363959529776634
6001,ENSG00000131844,-0.835413209101512
6002,ENSG00000131845,-0.78575715659891
6003,ENSG00000131848,-0.846636154103067
6004,ENSG00000131849,0.822378462616045
6005,ENSG00000131864,0.290099540028594
6006,ENSG00000131871,-0.904737236691813
6007,ENSG00000131873,-0.958811807597097
6008,ENSG00000131876,-0.921329111319016
6009,ENSG00000131885,-0.704844401100357
6010,ENSG00000131899,-0.998888907180398
6011,ENSG00000131914,-0.132917261335087
6012,ENSG00000131931,-0.18841764528426
6013,ENSG00000131941,-0.548149762618722
6014,ENSG00000131943,-0.929716963950113
6015,ENSG00000131944,0.358569694417608
6016,ENSG00000131951,0.86280178525993
6017,ENSG00000131966,-0.881823168174793
6018,ENSG00000131969,0.190449952232021
6019,ENSG00000131979,0.85483801930053
6020,ENSG00000131981,0.154993336263755
6021,ENSG00000132000,0.243800004824889
6022,ENSG00000132002,0.774178012385559
6023,ENSG00000132003,-0.999999999999736
6024,ENSG00000132004,0.886060602521548
6025,ENSG00000132005,-0.93493496888369
6026,ENSG00000132010,-0.163463786507907
6027,ENSG00000132016,0.542253635452786
6028,ENSG00000132017,-0.791559968358632
6029,ENSG00000132024,-0.999966069584701
6030,ENSG00000132026,0.315297474404254
6031,ENSG00000132031,0.494866711729272
6032,ENSG00000132109,0.272809416390142
6033,ENSG00000132122,0.520995026830133
6034,ENSG00000132128,-0.175800392855099
6035,ENSG00000132141,-0.986896546031722
6036,ENSG00000132153,0.562619904763257
6037,ENSG00000132155,-0.909031915848775
6038,ENSG00000132164,-0.658625968957616
6039,ENSG00000132170,-0.558628898226837
6040,ENSG00000132182,0.229144013497478
6041,ENSG00000132185,0.527116345159504
6042,ENSG00000132196,0.0019588935507074
6043,ENSG00000132199,-0.710968382886827
6044,ENSG00000132205,-0.965682761014836
6045,ENSG00000132207,0.338810132967774
6046,ENSG00000132254,0.590023190451303
6047,ENSG00000132256,-0.280973771861153
6048,ENSG00000132259,0.403563539095102
6049,ENSG00000132274,0.561023061612308
6050,ENSG00000132275,-0.992707854126523
6051,ENSG00000132286,-0.780184314556585
6052,ENSG00000132294,-0.953332092189783
6053,ENSG00000132297,0.747019505422788
6054,ENSG00000132300,0.138676491861689
6055,ENSG00000132305,0.249454532617517
6056,ENSG00000132313,0.593786901237254
6057,ENSG00000132321,0.401210535660497
6058,ENSG00000132323,0.360050380874891
6059,ENSG00000132326,-0.995928567036887
6060,ENSG00000132329,-0.570239498260409
6061,ENSG00000132330,0.149295437183391
6062,ENSG00000132334,-0.580976146767271
6063,ENSG00000132341,0.229624178672905
6064,ENSG00000132356,-0.977503964526353
6065,ENSG00000132357,0.235056183881283
6066,ENSG00000132359,0.547923073174362
6067,ENSG00000132361,-0.825121616710451
6068,ENSG00000132376,-0.140494573150853
6069,ENSG00000132382,-0.975378023943876
6070,ENSG00000132383,0.590023190451303
6071,ENSG00000132386,-1.0
6072,ENSG00000132388,0.34949099698779
6073,ENSG00000132394,0.479378567561325
6074,ENSG00000132405,0.498361394550056
6075,ENSG00000132406,0.148374507859013
6076,ENSG00000132423,0.165271838559517
6077,ENSG00000132424,0.403563539095102
6078,ENSG00000132429,0.411591437225314
6079,ENSG00000132432,-0.481930597166872
6080,ENSG00000132434,0.467092785854997
6081,ENSG00000132436,-0.0693183081810332
6082,ENSG00000132437,0.593306525467383
6083,ENSG00000132463,-0.814275836302844
6084,ENSG00000132464,0.285639379306712
6085,ENSG00000132465,0.09947660579157
6086,ENSG00000132466,-0.298529234687917
6087,ENSG00000132467,0.23076551552625
6088,ENSG00000132470,-0.994747721153266
6089,ENSG00000132471,-0.760035104154519
6090,ENSG00000132475,0.554441761416935
6091,ENSG00000132478,-0.991247440079701
6092,ENSG00000132481,-0.990128432828327
6093,ENSG00000132485,0.571979580318204
6094,ENSG00000132507,-0.408319920212099
6095,ENSG00000132510,0.403563539095102
6096,ENSG00000132514,-0.911031637366719
6097,ENSG00000132517,0.169988489084264
6098,ENSG00000132518,-0.361465677202254
6099,ENSG00000132522,-0.941237209984793
6100,ENSG00000132530,-0.898620240982109
6101,ENSG00000132535,-0.974111023288207
6102,ENSG00000132541,-0.999575689809286
6103,ENSG00000132549,-0.843394773861991
6104,ENSG00000132554,0.91354018581906
6105,ENSG00000132561,0.593306525467383
6106,ENSG00000132563,-0.984179297476634
6107,ENSG00000132570,-0.194444991048942
6108,ENSG00000132581,0.590023190451303
6109,ENSG00000132589,-0.561763249126143
6110,ENSG00000132591,0.756076556387375
6111,ENSG00000132600,-0.261580530143968
6112,ENSG00000132603,0.314045479368956
6113,ENSG00000132604,-0.797134704310953
6114,ENSG00000132613,-0.0964215118618854
6115,ENSG00000132622,0.311211216119931
6116,ENSG00000132623,-0.046377685550168
6117,ENSG00000132635,0.403563539095102
6118,ENSG00000132639,0.0876307571339692
6119,ENSG00000132640,-0.764958969517113
6120,ENSG00000132646,-0.021629732160326
6121,ENSG00000132661,0.581814485702082
6122,ENSG00000132664,-0.743772001208462
6123,ENSG00000132669,-0.988395902588116
6124,ENSG00000132670,-0.465629112268862
6125,ENSG00000132676,0.949031266507317
6126,ENSG00000132677,0.569666121864096
6127,ENSG00000132680,0.590023190451303
6128,ENSG00000132681,-0.849230251364759
6129,ENSG00000132688,0.95573054627367
6130,ENSG00000132692,0.804118977692335
6131,ENSG00000132693,-0.984090649642741
6132,ENSG00000132694,0.804118977692335
6133,ENSG00000132698,-0.997655878364403
6134,ENSG00000132702,-0.99230488158601
6135,ENSG00000132704,0.748832063066167
6136,ENSG00000132716,0.869529050429068
6137,ENSG00000132718,-0.996974006972063
6138,ENSG00000132740,0.708856635711201
6139,ENSG00000132744,-0.862969402997929
6140,ENSG00000132746,0.339144896841553
6141,ENSG00000132749,-0.745532624600504
6142,ENSG00000132763,-0.907271816466688
6143,ENSG00000132768,0.562619904763257
6144,ENSG00000132773,-0.52643384522717
6145,ENSG00000132780,-0.810781068719104
6146,ENSG00000132781,-0.40237209715703
6147,ENSG00000132792,-0.98509022808047
6148,ENSG00000132793,0.314919676705434
6149,ENSG00000132801,0.0119969647518091
6150,ENSG00000132819,-0.733922590270179
6151,ENSG00000132821,0.142126334154148
6152,ENSG00000132823,0.957452451974499
6153,ENSG00000132824,-0.709302704578576
6154,ENSG00000132825,-0.968002439546902
6155,ENSG00000132837,0.149236420140996
6156,ENSG00000132840,0.593306525467383
6157,ENSG00000132842,0.757935172860404
6158,ENSG00000132846,-0.931574469179802
6159,ENSG00000132849,0.302248377024405
6160,ENSG00000132855,-0.285651102336199
6161,ENSG00000132872,0.0163968393833461
6162,ENSG00000132874,-0.0766142582359992
6163,ENSG00000132879,0.403563539095102
6164,ENSG00000132881,0.743043432651225
6165,ENSG00000132906,0.374448623976243
6166,ENSG00000132911,-0.463175257832657
6167,ENSG00000132912,0.707409275977109
6168,ENSG00000132915,-0.909473214679854
6169,ENSG00000132932,0.736538470588831
6170,ENSG00000132938,0.874563365134868
6171,ENSG00000132950,0.169036613516279
6172,ENSG00000132952,0.405705756500766
6173,ENSG00000132953,-0.673811576610732
6174,ENSG00000132963,-0.805174621351976
6175,ENSG00000132964,0.77798232766419
6176,ENSG00000132965,-0.937369226481088
6177,ENSG00000132967,-0.13822771423702
6178,ENSG00000132970,-0.119132090911098
6179,ENSG00000132972,0.348203701833371
6180,ENSG00000132975,-0.594003775428424
6181,ENSG00000133019,-0.961266793512137
6182,ENSG00000133026,0.903844343309002
6183,ENSG00000133027,-0.331557846807403
6184,ENSG00000133028,0.709263402591155
6185,ENSG00000133030,0.511450912197695
6186,ENSG00000133048,-0.995427210810651
6187,ENSG00000133055,0.43352181935706
6188,ENSG00000133056,0.5755958168041
6189,ENSG00000133059,0.834383832615062
6190,ENSG00000133063,0.560876374472086
6191,ENSG00000133065,0.856768382307831
6192,ENSG00000133067,-0.707981065928569
6193,ENSG00000133069,0.557884542727854
6194,ENSG00000133083,-0.0274277116973999
