rejected_pathway	killed_by	min_ratio
REACTOME_ASPIRIN_ADME	KEGG_LINOLEIC_ACID_METABOLISM	0.6469096664548049
REACTOME_NON_CANONICAL_INFLAMMASOME_ACTIVATION	JIANG_MELANOMA_TRM3_CD8	1.7343308660794259
KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_II_MOLECULES	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.25821504810212226
WP_BREAST_CANCER_PATHWAY	REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2	0.26179380215776943
WP_TCELL_ACTIVATION_SARSCOV2	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	1.4602077209620548
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_DN	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.8229344061020141
GESERICK_TERT_TARGETS_DN	JIANG_MELANOMA_TRM1_CD8	0.7460480701617881
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.12200372008007161
CAFFAREL_RESPONSE_TO_THC_UP	KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP	3.676220537197336
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP	PID_ECADHERIN_NASCENT_AJ_PATHWAY	4.692862980720431
MMS_MOUSE_LYMPH_HIGH_4HRS_UP	ZHANG_BREAST_CANCER_PROGENITORS_UP	2.4149657345636415
DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP	JIANG_MELANOMA_TRM3_CD8	1.5393100401854138
REACTOME_ATTACHMENT_OF_BACTERIA_TO_EPITHELIAL_CELLS	BIOCARTA_AMI_PATHWAY	0.16488391653664725
KEGG_APOPTOSIS	PID_ECADHERIN_NASCENT_AJ_PATHWAY	2.8274861989341113
GRUETZMANN_PANCREATIC_CANCER_DN	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	0.7020487564159557
IKEDA_MIR1_TARGETS_UP	WP_MIRTARGETED_GENES_IN_LEUKOCYTES	3.189024169394448
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_WITH_H4K20ME1_MARK	WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_8D	0.02912836814978101
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA	PULVER_FOREY_PERTURB_ACCUMULATION_LG1	3.4613505609561095
SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.29623111708476907
HOLLMANN_APOPTOSIS_VIA_CD40_DN	JIANG_MELANOMA_TRM3_CD8	3.3079094569030585
KANG_IMMORTALIZED_BY_TERT_UP	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.9506079823184932
BIOCARTA_ACE2_PATHWAY	BIOCARTA_AMI_PATHWAY	0.1961033582129054
BILANGES_RAPAMYCIN_SENSITIVE_GENES	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	0.4026878343440586
HAN_SATB1_TARGETS_UP	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	1.0515816665080038
JAEGER_METASTASIS_UP	ZHANG_BREAST_CANCER_PROGENITORS_UP	0.7075873739334735
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	1.7826408931524123
WP_SARSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.359757665664166
KEGG_MEDICUS_PATHOGEN_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_II	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	1.0771148150618424
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2	0.12827226872680297
YAUCH_HEDGEHOG_SIGNALING_PARACRINE_UP	BENPORATH_MYC_MAX_TARGETS	2.064341410133159
BHAT_ESR1_TARGETS_VIA_AKT1_UP	KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_DN	1.12633082324952
REACTOME_ION_CHANNEL_TRANSPORT	CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN	1.2111483184092886
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.4480073012683554
BILBAN_B_CLL_LPL_DN	JIANG_MELANOMA_TRM1_CD8	1.0598898026058114
BURTON_ADIPOGENESIS_PEAK_AT_16HR	GRADE_COLON_AND_RECTAL_CANCER_UP	0.5486276708014219
WILCOX_RESPONSE_TO_PROGESTERONE_DN	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.6171077915669804
ROSS_AML_WITH_AML1_ETO_FUSION	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	1.0338336425695651
UNTERMAN_IPF_VS_CTRL_DC_UP	CHANDRAN_METASTASIS_UP	1.733039810017123
KEGG_VIBRIO_CHOLERAE_INFECTION	CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN	1.6733067256100922
UNTERMAN_IPF_VS_CTRL_MONOCYTE_DN	JIANG_MELANOMA_TRM1_CD8	0.5804705110648365
PID_CD8_TCR_PATHWAY	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	1.493244396305568
PETRETTO_LEFT_VENTRICLE_MASS_QTL_CIS_UP	JIANG_MELANOMA_TRM3_CD8	2.902363390940476
WP_GENES_ASSOCIATED_WITH_THE_DEVELOPMENT_OF_RHEUMATOID_ARTHRITIS	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	3.782076983961794
THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_DN	LOPEZ_MBD_TARGETS	2.4390926342039725
KEGG_ENDOCYTOSIS	REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	1.077325428050723
LEE_LIVER_CANCER_E2F1_UP	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	1.4902380564632487
WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING	BIOCARTA_ERYTH_PATHWAY	0.7242948830095819
REACTOME_PROTEIN_HYDROXYLATION	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	0.5121469069756321
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	0.07403805709917172
DAZARD_UV_RESPONSE_CLUSTER_G24	KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3	2.400800232583742
NADLER_OBESITY_UP	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	1.748856312115712
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	1.0247823666301137
CORRE_MULTIPLE_MYELOMA_UP	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.4216875735904062
WP_FERROPTOSIS	IBRAHIM_NRF1_UP	1.7063753196259122
CUI_TCF21_TARGETS_UP	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.6816189888214831
WP_CARDIAC_HYPERTROPHIC_RESPONSE	BIOCARTA_ERYTH_PATHWAY	1.9157847502864223
FINETTI_BREAST_CANCER_KINOME_GREEN	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.7976519501321087
WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY	REACTOME_M_PHASE	0.6078664272113391
LEE_DIFFERENTIATING_T_LYMPHOCYTE	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.4114157095230939
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_UP	HOUNKPE_HOUSEKEEPING_GENES	0.9458933355780675
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.5746772277727642
BIOCARTA_ALTERNATIVE_PATHWAY	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	1.065195403259747
BIOCARTA_NUCLEARRS_PATHWAY	KEGG_LINOLEIC_ACID_METABOLISM	0.726407505518062
REACTOME_ISG15_ANTIVIRAL_MECHANISM	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.31997405657197786
HOLLERN_ADENOMYOEPITHELIAL_BREAST_TUMOR	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	2.2125828687738154
LY_AGING_OLD_UP	RICKMAN_HEAD_AND_NECK_CANCER_B	1.7566850221331973
REACTOME_PROCESSING_OF_SMDT1	HOUNKPE_HOUSEKEEPING_GENES	1.5970871171744974
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2	HOUNKPE_HOUSEKEEPING_GENES	0.7969533853175599
VANTVEER_BREAST_CANCER_POOR_PROGNOSIS	BRUINS_UVC_RESPONSE_LATE	2.7107067569989955
SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_PRE_TREATMENT_UP	REACTOME_MITOCHONDRIAL_TRANSLATION	0.8898433390647146
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	0.3814049441716131
SHEPARD_BMYB_TARGETS	REACTOME_M_PHASE	1.0020100629668214
ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF	KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3	0.48023793114745883
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.4071624083575895
BILD_CTNNB1_ONCOGENIC_SIGNATURE	OSMAN_BLADDER_CANCER_UP	1.384961270492163
REACTOME_DEADENYLATION_OF_MRNA	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	0.92745041345849
ZHU_CMV_24_HR_DN	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.2947737079447079
BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_DN	KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_DN	1.5922393668943071
WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER	IBRAHIM_NRF1_UP	1.1359975004861662
WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY	KEGG_LINOLEIC_ACID_METABOLISM	0.7739647941414985
BIOCARTA_EICOSANOID_PATHWAY	REACTOME_GPCR_LIGAND_BINDING	0.8136246346044235
PASINI_SUZ12_TARGETS_DN	KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3	0.40041545323395905
WP_TYPE_II_INTERFERON_SIGNALING	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.12650996573611245
REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.3677757050825705
REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15	RICKMAN_HEAD_AND_NECK_CANCER_B	1.745943847916783
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.3009368666810406
STEGER_ADIPOGENESIS_DN	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.6916747785521288
WP_OSTEOBLAST_SIGNALING	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	1.699160461739043
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	HOUNKPE_HOUSEKEEPING_GENES	1.432522473927707
WESTON_VEGFA_TARGETS_12HR	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.7221907470920763
REACTOME_NUCLEAR_RNA_DECAY	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	1.6418816863134627
REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.5029142123809123
VILLANUEVA_LIVER_CANCER_KRT19_UP	REACTOME_M_PHASE	1.4169825372783218
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_RHOA_SIGNALING_PATHWAY	JIANG_MELANOMA_TRM3_CD8	2.238461336278286
IGLESIAS_E2F_TARGETS_UP	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	1.0791218122353956
KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_LICENSING	GRADE_COLON_AND_RECTAL_CANCER_UP	1.334536768067339
OISHI_CHOLANGIOMA_STEM_CELL_LIKE_UP	PULVER_FOREY_PERTURB_ACCUMULATION_LG1	2.57005548407562
FALVELLA_SMOKERS_WITH_LUNG_CANCER	JIANG_MELANOMA_TRM1_CD8	0.9474803886650102
KOHN_EMT_MESENCHYMAL	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	1.409094852289083
WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY	PID_ECADHERIN_NASCENT_AJ_PATHWAY	0.6118099175294235
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_UP	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.7053976803910721
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_6	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.9653086578265692
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	JIANG_MELANOMA_TRM3_CD8	3.308339017563187
WP_NUCLEOSOME_REMODELING_COMPLEX	GRADE_COLON_AND_RECTAL_CANCER_UP	1.2565182024983013
BIOCARTA_IL12_PATHWAY	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	1.716231553347028
DORN_ADENOVIRUS_INFECTION_48HR_DN	KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3	0.8668431349510891
SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER	PULVER_FOREY_PERTURB_ACCUMULATION_LG1	1.5871914559593814
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_DN	REACTOME_M_PHASE	2.2162141824003627
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_B_LYMPHOCYTE	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	1.399087354662007
PHONG_TNF_RESPONSE_VIA_P38_PARTIAL	JIANG_MELANOMA_TRM1_CD8	0.522969373273075
LI_ESTROGENE_EARLY_E2_RESPONSE_UP	HOUNKPE_HOUSEKEEPING_GENES	0.40073741835390725
BIOCARTA_SLRP_PATHWAY	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.9710377975415961
AFFAR_YY1_TARGETS_UP	HOUNKPE_HOUSEKEEPING_GENES	0.6459917909769503
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR1	REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2	0.0968870762966315
MASSARWEH_TAMOXIFEN_RESISTANCE_UP	CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3	0.17699916695266688
GROSS_HIF1A_TARGETS_DN	JIANG_MELANOMA_TRM3_CD8	1.403051446673638
SESTO_RESPONSE_TO_UV_C5	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	3.365404698864466
NAKAMURA_LUNG_CANCER	ZHANG_BREAST_CANCER_PROGENITORS_UP	2.480562774126663
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.7524478247236492
YAMASHITA_LIVER_CANCER_WITH_EPCAM_DN	LI_WILMS_TUMOR	0.7423998523268692
MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_DN	KARLSSON_TGFB1_TARGETS_DN	1.06791243176193
GERHOLD_ADIPOGENESIS_DN	LOPEZ_MBD_TARGETS	1.8853817908911379
IKEDA_MIR133_TARGETS_UP	WHITFIELD_CELL_CYCLE_M_G1	2.678047508679322
MALONEY_RESPONSE_TO_17AAG_UP	LOPEZ_MBD_TARGETS	0.5209993470054914
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM5	MIKKELSEN_MCV6_ICP_WITH_H3K27ME3	2.255514322709778
BROWNE_HCMV_INFECTION_48HR_DN	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.41005648284554674
MODY_HIPPOCAMPUS_NEONATAL	LOPEZ_MBD_TARGETS	2.0966849967559766
CHOI_ATL_ACUTE_STAGE	KARLSSON_TGFB1_TARGETS_DN	1.8968244803389296
WP_VITAMIN_A_AND_CAROTENOID_METABOLISM	KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3	4.92686620780566
REACTOME_CIPROFLOXACIN_ADME	WP_SULFATASE_AND_AROMATASE_PATHWAY	0.9568307900037155
LINDSTEDT_DENDRITIC_CELL_MATURATION_B	JIANG_MELANOMA_TRM1_CD8	0.6411159080508086
KEGG_MEDICUS_REFERENCE_ORIGIN_UNWINDING_AND_ELONGATION	GRADE_COLON_AND_RECTAL_CANCER_UP	1.1670513608790238
DIAZ_CHRONIC_MYELOGENOUS_LEUKEMIA_DN	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.5201192536761662
LIU_PROSTATE_CANCER_UP	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	2.555100377655646
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	1.2977579974986988
REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.11956015371182559
BIOCARTA_BBCELL_PATHWAY	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.5125682431297816
COLINA_TARGETS_OF_4EBP1_AND_4EBP2	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.885528846974126
LOPEZ_TRANSLATION_VIA_FN1_SIGNALING	HOUNKPE_HOUSEKEEPING_GENES	3.6111658434816336
LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q	LOPEZ_MBD_TARGETS	3.317209382505079
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	HOUNKPE_HOUSEKEEPING_GENES	2.469194366995534
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R	REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2	0.12098649463632742
MEISSNER_BRAIN_HCP_WITH_H3K4ME2_AND_H3K27ME3	HOUNKPE_HOUSEKEEPING_GENES	2.576994566954579
ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN	REACTOME_MITOCHONDRIAL_TRANSLATION	3.9832028128916326
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	REACTOME_M_PHASE	0.1944924934912443
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	JIANG_MELANOMA_TRM1_CD8	0.6281847069611983
DORN_ADENOVIRUS_INFECTION_24HR_DN	KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3	0.970799228924337
REACTOME_BIOSYNTHESIS_OF_MARESINS	KEGG_LINOLEIC_ACID_METABOLISM	0.2594794912608705
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	BIOCARTA_AMI_PATHWAY	0.19862114860297467
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.6510142260949446
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	KEGG_LINOLEIC_ACID_METABOLISM	0.2901217992105741
MARTINEZ_TP53_TARGETS_DN	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	2.631588605790367
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	HOUNKPE_HOUSEKEEPING_GENES	1.0144836793811869
PID_INTEGRIN3_PATHWAY	BIOCARTA_AMI_PATHWAY	0.28111355980786334
REACTOME_TCR_SIGNALING	REACTOME_M_PHASE	0.5217229703397838
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	REACTOME_M_PHASE	0.23676410044935764
STEGER_ADIPOGENESIS_UP	WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_8D	0.6599759859075557
WP_GPCRS_CLASS_B_SECRETINLIKE	REACTOME_GPCR_LIGAND_BINDING	0.37499320541792774
REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	1.043209400984159
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	ZHANG_BREAST_CANCER_PROGENITORS_UP	1.1208155155075505
KEGG_TIGHT_JUNCTION	PID_ECADHERIN_NASCENT_AJ_PATHWAY	0.5962699741937022
BORCZUK_MALIGNANT_MESOTHELIOMA_DN	SABATES_COLORECTAL_ADENOMA_DN	1.6146342937320182
WP_GLUCURONIDATION	GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN	1.4688285757509139
REACTOME_MICRORNA_MIRNA_BIOGENESIS	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.3703238727910053
REACTOME_DISEASES_OF_DNA_REPAIR	ZHANG_BREAST_CANCER_PROGENITORS_UP	2.967441484969495
CHANG_IMMORTALIZED_BY_HPV31_DN	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.4671962158304363
DUTERTRE_ESTRADIOL_RESPONSE_6HR_DN	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	0.8266729816745978
REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1	RICKMAN_HEAD_AND_NECK_CANCER_B	1.745943847916783
SMIRNOV_RESPONSE_TO_IR_6HR_UP	JIANG_MELANOMA_TRM1_CD8	2.562086908784354
ZHAN_MULTIPLE_MYELOMA_LB_DN	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.17215153226554547
AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_UP	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.5009708384720012
LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_UP	HOUNKPE_HOUSEKEEPING_GENES	0.2512898296548506
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	2.1457350777526805
HINATA_NFKB_TARGETS_KERATINOCYTE_DN	HOUNKPE_HOUSEKEEPING_GENES	3.3827143711251346
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	PID_ECADHERIN_NASCENT_AJ_PATHWAY	2.1559766769675877
REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.4052650596817384
ZAIDI_OSTEOBLAST_TRANSCRIPTION_FACTORS	JIANG_MELANOMA_TRM1_CD8	0.5594129960897655
WP_TOLLLIKE_RECEPTOR_SIGNALING_RELATED_TO_MYD88	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	2.423348998248704
HAN_SATB1_TARGETS_DN	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	1.1433165460125394
PID_UPA_UPAR_PATHWAY	BIOCARTA_AMI_PATHWAY	0.9285313728280638
WINTER_HYPOXIA_UP	IBRAHIM_NRF1_UP	2.9535908468663106
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_UP	LOPEZ_MBD_TARGETS	1.8951728748856873
KEGG_ADHERENS_JUNCTION	PID_ECADHERIN_NASCENT_AJ_PATHWAY	0.2634093633643377
HINATA_NFKB_TARGETS_KERATINOCYTE_UP	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.7838747524770697
UEDA_CENTRAL_CLOCK	JIANG_MELANOMA_TRM1_CD8	1.6358125458887345
NEMETH_INFLAMMATORY_RESPONSE_LPS_UP	JIANG_MELANOMA_TRM1_CD8	0.5975566485194493
WP_GLIOBLASTOMA_SIGNALING	PID_ECADHERIN_NASCENT_AJ_PATHWAY	1.894485949664069
REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS	MILI_PSEUDOPODIA_HAPTOTAXIS_DN	2.0117861392068126
BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE	HOUNKPE_HOUSEKEEPING_GENES	2.181963333487942
KEGG_TYPE_I_DIABETES_MELLITUS	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.4632476499532422
GRANDVAUX_IRF3_TARGETS_UP	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.5311355798402255
KEGG_MEDICUS_PATHOGEN_SARS_COV_2_S_TO_ANGII_AT1R_NOX2_SIGNALING_PATHWAY	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	2.464975950157418
RODWELL_AGING_KIDNEY_NO_BLOOD_DN	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	0.303134867003568
REACTOME_TRANSLESION_SYNTHESIS_BY_POLK	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	1.2320292009740947
NEWMAN_ERCC6_TARGETS_DN	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.92947863174163
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	ZHANG_BREAST_CANCER_PROGENITORS_UP	1.8332845545931513
WP_GNAQ_PR183Q_DRIVES_CAPILLARY_MALFORMATION	HOUNKPE_HOUSEKEEPING_GENES	1.833639110972787
KEGG_DNA_REPLICATION	GRADE_COLON_AND_RECTAL_CANCER_UP	1.0430321732148837
REACTOME_G_PROTEIN_MEDIATED_EVENTS	WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	2.4485863373143686
MARKEY_RB1_ACUTE_LOF_DN	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.5107078424531385
